Código EOL UE,Nome UE,Código EOL DRE,Nome da DRE UE,Sigla DRE,Nome da associação,CNPJ da associação,RF Presidente Diretoria,Nome Presidente Diretoria,RF Presidente Conselho Fiscal,Nome Presidente Conselho Fisca
099791,EMEF PLINIO SALGADO,108300,CAPELA DO SOCORRO,CS,EMEF PLINIO SALGADO,1608006000109,,,,
099792,EMEF FORTE DOS REIS MAGOS,109200,SAO MATEUS,SM,EMEF FORTE DOS REIS MAGOS,21057327000170,,,,
099805,EMEI J.G. DE ARAUJO JORGE,109300,SAO MIGUEL,MP,EMEI J. G. DE ARAUJO JORGE,62455068000112,,,,
099988,EMEI MARIA JOSE DUPRE,109000,PIRITUBA,PJ,EMEI MARIA JOSE DUPRE,60270105000192,,,,
200042,CIEJA CENTRO INT ED JOVENS E ADULTOS - ERMELINO MATARAZZO,108900,PENHA,PE,ASSOCIACAO DE PAIS E MESTRES DO CENTRO INTEGRADO DE EDUCACAO DE JOVENS E ADULTOS DA DIRETORIA REGIONAL DE EDUCACAO PENHA ,866726000101,,,,
200043,CIEJA CENTRO INT ED JOVENS E ADULTOS - IGUATEMI I,109200,SAO MATEUS,SM,CIEJA JARDIM IGUATEMI,22574574000106,,,,
200044,CIEJA PERUS I,109000,PIRITUBA,PJ,CIEJA PERUS I,25488307000104,,,,
200050,CIEJA CENTRO INT ED JOVENS E ADULTOS - VILA PRUDENTE/SAPOPEMBA,109200,SAO MATEUS,SM,CIEJA SAPOPEMBA,1336464000136,,,,
200069,CIEJA CENTRO INT ED JOVENS E ADULTOS - VILA MARIA/VILA GUILHERME,108800,JACANA/TREMEMBE,JT,CIEJA - CENTRO INT ED JOVENS E ADULTOS - VILA MARIA/VILA GUILHERME,1947249000171,,,,
200077,CIEJA CENTRO INT ED JOVENS E ADULTOS - ITAQUERA,108700,ITAQUERA,IQ,CENTRO INTEGRADO DE EDUCAÇÃO DE JOVENS ADULTOS CIEJA ITAQUERA,1822466000135,,,,
200085,"CIEJA PAULO EMILIO VANZOLINI,CIEJA",108600,IPIRANGA,IP,CIEJA DA DRE DO IPIRANGA- CIEJA CAMBUCI ,2092477000170,,,,
200093,"CIEJA ROSA KAZUE INAKAKE DE SOUZA, PROFA",108500,GUAIANASES,G,CIEJA PROFESSORA ROSA KAZUE INAKAKE DE SOUZA,3019302000108,,,,
200115,"CIEJA FRANCISCO HERNANI ALVERNE FACUNDO LEITE, PROF",109100,SANTO AMARO,SA,CIEJA DO PROF. FRANCISCO HERNANI ALVERNE FACUNDO LEITE,2648695000148,,,,
200131,CIEJA CENTRO INT ED JOVENS E ADULTOS - CAMPO LIMPO,108200,CAMPO LIMPO,CL,CIEJA CAMPO LIMPO,4107733000180,,,,
200140,"CIEJA MARLUCIA GONCALVES DE ABREU, PROFESSORA",109200,SAO MATEUS,SM,CIEJA PROFª MARLUCIA GONÇALVES DE ABREU ,3936640000104,,,,
200158,CIEJA ALUNA JESSICA NUNES HERCULANO,108100,BUTANTA,BT,CIEJA ALUNA JESSICA NUNES HERCULANO,4228985000168,,,,
200166,CIEJA CLOVIS CAITANO MIQUELAZZO - IPIRANGA,108600,IPIRANGA,IP,CIEJA CLOVIS CAITANO MIQUELAZZO,4677446000106,,,,
200174,CIEJA CENTRO INT ED JOVENS E ADULTOS - SANTANA/TUCURUVI,108800,JACANA/TREMEMBE,JT,CIEJA - CENTRO INT ED JOVENS E ADULTOS - SANTANA/TUCURUVI,5403974000130,,,,
200182,"CIEJA ROSE MARY FRASSON, PROFA.",108400,FREGUESIA/BRASILANDIA,FO,CIEJA  PROFESSORA ROSE MARY FRASSON,11004191000186,,,,
200204,CECI JARAGUA,109000,PIRITUBA,PJ,CEI  CECI JARAGUÁ,11267355000168,,,,
200205,CECI KRUKUTU,108300,CAPELA DO SOCORRO,CS,CECI CEI KRUKUTU,11162038000187,,,,
200206,CECI TENONDE PORA,108300,CAPELA DO SOCORRO,CS,CEI CECI  TENONDE PORA ,11111429000172,,,,
200207,CIEJA LELIA GONZALEZ,108300,CAPELA DO SOCORRO,CS,CIEJA LÉLIA GONZALES,10819343000136,,,,
400001,CEI DIRET ADELAIDE LOPES RODRIGUES,108800,JACANA/TREMEMBE,JT,CEI ADELAIDE LOPES RODRIGUES,7968253000100,,,,
400002,CEI DIRET ALASTAIR QUINTAS GONCALVES,108900,PENHA,PE,CEI ALASTAIR QUINTAS GONÇALVES,9371823000106,,,,
400003,"CEI DIRET ALOYSIO DE MENEZES GREENHALGH, VER.",108100,BUTANTA,BT,CEI VER. ALOYSIO DE MENEZES GREENHALGH,6375382000114,,,,
400004,CEI DIRET AMERICO DE SOUZA,108900,PENHA,PE,CEI AMERICO DE SOUZA,8236262000161,,,,
400005,"CEI DIRET ANITA CASTALDI ZAMPIROLLO, PROFA.",108800,JACANA/TREMEMBE,JT,CEI PROF ANITA CASTALDI ZAMPIROLLO,8036219000152,,,,
400006,CEI DIRET ANITA GARIBALDI,109200,SAO MATEUS,SM,CEI ANITA GARIBALDI ,7572629000155,,,,
400007,CEI DIRET ANNA FLORENCIO ROMAO,108900,PENHA,PE,CEI ANNA FLORÊNCIO ROMÃO,8503541000144,,,,
400008,CEI DIRET ANTONIA MARIA TORRES DA SILVA,108900,PENHA,PE,CEI ANTÔNIA MARIA TORRES DA SILVA,8446011000101,,,,
400009,CEI DIRET ANTONIA MUOTRI LAMBERGA,108900,PENHA,PE,CEI ANTONIA MUOTRI LAMBERGA ,8829790000124,,,,
400010,"CEI DIRET ANTONIO JOAO ABDALLA, DR.",108100,BUTANTA,BT,CEI DR. ANTONIO JOÃO ABDALLA,6925962000138,,,,
400011,"CEI DIRET ANTON MEROTH, PE",109200,SAO MATEUS,SM,CEI ANTON MEROTH,8427941000118,,,,
400012,CEI DIRET ARAUCARIAS,108700,ITAQUERA,IQ,CEI ARAUCARIAS,10836261000108,,,,
400013,"CEI DIRET ARTURO DE ANGELIS, MAESTRO",109300,SAO MIGUEL,MP,CEI MAESTRO ARTURO DE ANGELIS,8394426000189,,,,
400014,CEI DIRET ASSMA CURIATI,109200,SAO MATEUS,SM,CEI ASSMA CURIATI ,7513790000158,,,,
400015,CEI DIRET AYRTON SENNA DA SILVA,108300,CAPELA DO SOCORRO,CS,CEI AYRTON SENNA DA SILVA,7701855000199,,,,
400016,CEI DIRET BARBARA HELIODORA,108500,GUAIANASES,G,CEI BARBARA HELIODORA,8053724000105,,,,
400017,CEI DIRET BENEDITO BUENO,109000,PIRITUBA,PJ,CEI BENEDITO BUENO,7722716000141,,,,
400018,"CEI DIRET BENEDICTO ROCHA, VER.",108100,BUTANTA,BT,CEI VER. BENEDICTO ROCHA,6722018000183,,,,
400019,"CEI DIRET ZILDA ARNS NEUMANN, DRA",108900,PENHA,PE,CEI DRA ZILDA ARNS NEUMANN,8036891000148,,,,
400020,CEI DIRET CABREUVAS,108700,ITAQUERA,IQ,CEI CABREUVAS,10878969000113,,,,
400021,"CEI DIRET CANTIDIO NOGUEIRA SAMPAIO, VER.",108800,JACANA/TREMEMBE,JT,CEI VEREADOR CANTIDIO NOGUEIRA SAMPAIO,8714780000143,,,,
400022,CEI DIRET ELFRIDA ZUKOWSKI JARDIM,108200,CAMPO LIMPO,CL,"CEI - ELFRIDA ZUKOWSKI, JARDIM",8750188000105,,,,
400023,CEI DIRET CASA VERDE - WALTER ABRAHAO,108400,FREGUESIA/BRASILANDIA,FO,CEI CASA VERDE - WALTER ABRAHÃO,7858955000123,,,,
400024,CEI DIRET CELIA PERES SUNHIGA,109200,SAO MATEUS,SM,CEI CELIA PERES SUNHIGA ,8894916000144,,,,
400025,CEI DIRET CHACARA DONA OLIVIA,109300,SAO MIGUEL,MP,CEI CHACARA DONA OLIVIA,10331418000135,,,,
400026,"CEI DIRET CID FRANCO, VER.",108200,CAMPO LIMPO,CL,"CEI - CID FRANCO, VER.",8240951000140,,,,
400027,"CEI DIRET ELIAS PEREIRA DE MELO, PE.",108700,ITAQUERA,IQ,CEI PE ELIAS PEREIRA DE MELO,9118254000183,,,,
400028,CEI DIRET INEZITA BARROSO,109200,SAO MATEUS,SM,CEI INEZITA BARROSO,7903617000166,,,,
400029,CEI DIRET DOROTHY STANG,108700,ITAQUERA,IQ,CEI MISSIONARIA DOROTY STANG,10527325000180,,,,
400030,CEI DIRET CIDADE NOVA DO PARQUE NOVO MUNDO,108800,JACANA/TREMEMBE,JT,CEI CIDADE NOVA DO PARQUE NOVO MUNDO,8027265000195,,,,
400031,CEI DIRET CIDADE PEDRO JOSE NUNES,109300,SAO MIGUEL,MP,CEI CIDADE PEDRO JOSÉ NUNES,8404515000169,,,,
400032,CEI DIRET CIDADE TIRADENTES,108500,GUAIANASES,G,CEI CIDADE TIRADENTES,9161309000138,,,,
400033,"CEI DIRET COHAB FARIA LIMA,BRIG",108300,CAPELA DO SOCORRO,CS,"CEI COHAB FARIA LIMA, BRIG.",7062976000138,,,,
400034,CEI DIRET COHAB RAPOSO TAVARES,108100,BUTANTA,BT,CEI COHAB RAPOSO TAVARES,6352331000177,,,,
400035,CEI DIRET CONJ. PRESTES MAIA,108500,GUAIANASES,G,CEI CONJUNTO PRESTES MAIA,7353340000145,,,,
400036,"CEI DIRET CORYNTHO BALDOINO DA COSTA FILHO, VER",108700,ITAQUERA,IQ,CEI VER CORYNTHO B. DA C. FILHO,8195670000112,,,,
400037,CEI DIRET CURUCA VELHA,109300,SAO MIGUEL,MP,CEI CURUÇA VELHA,9095395000128,,,,
400038,CEI DIRET DELSON DOMINGUES,108900,PENHA,PE,CEI DELSON DOMINGUES,8719854000134,,,,
400039,CEI DIRET INCONFIDENTES,108500,GUAIANASES,G,CEI INCONFIDENTES,8702162000183,,,,
400040,CEI DIRET DOUGLAS DANIEL DO NASCIMENTO,108300,CAPELA DO SOCORRO,CS,CEI DOUGLAS DANIEL DO NASCIMENTO,7054057000112,,,,
400041,"CEI DIRET DURVAL MIOLA, PROF.",109300,SAO MIGUEL,MP,CEI DURVAL MIOLA,8402880000134,,,,
400042,CEI DIRET EDNA ROSELY ALVES,108900,PENHA,PE,CEI EDNA ROSELY ALVES,8143730000153,,,,
400043,CEI DIRET ELISIO TEIXEIRA LEITE,109000,PIRITUBA,PJ,CEI ELISIO T LEITE,7527368000151,,,,
400044,CEI DIRET ELIZABETH SOUZA LOBO GARCIA,109200,SAO MATEUS,SM,CEI ELIZABETH SOUZA LOBO GARCIA ,7883224000138,,,,
400045,CEI DIRET ENEDINA DE SOUSA CARVALHO,108600,IPIRANGA,IP,CEI ENEDINA DE SOUSA CARVALHO,7116917000103,,,,
400046,"CEI DIRET ERMANO MARCHETTI, VER.",108800,JACANA/TREMEMBE,JT,CEI VEREADOR ERMANO MARCHETTI,8255233000147,,,,
400047,CEI DIRET FERNAO DIAS,108800,JACANA/TREMEMBE,JT,CEI FERNÃO DIAS,8680444000127,,,,
400048,"CEI DIRET FRANCISCO MARCONDES OLIVEIRA, VER.",108800,JACANA/TREMEMBE,JT,CEI VER. FRANCISCO MARCONDES DE OLIVEIRA,7995168000123,,,,
400049,"CEI DIRET FRANCISCO PEREZ, VER.",108600,IPIRANGA,IP,CEI VEREADOR FRANCISCO PEREZ,8322626000126,,,,
400050,"CEI DIRET GABRIEL NOGUEIRA DE QUADROS, VER.",108700,ITAQUERA,IQ,CEI VER GABRIEL N. QUADROS,8091775000121,,,,
400051,CEI DIRET GENOVEVA DASCOLI,108600,IPIRANGA,IP,CEI GENOVEVA D'ASCOLI,8307132000172,,,,
400052,"CEI DIRET GERALDO DE ARRUDA PENTEADO, CEL.",108300,CAPELA DO SOCORRO,CS,"CEI GERALDO DE ARRUDA PENTEADO, CEL.",7339176000111,,,,
400053,CEI DIRET GERALDO MAGELA PERON,108500,GUAIANASES,G,CEI GERALDO MAGELA PERON,8266410000190,,,,
400054,"CEI DIRET GUMERCINDO DE PADUA FLEURY, VER.",108200,CAMPO LIMPO,CL,"CEI - GUMERCINDO DE PADUA FLEURY, VER.",8876160000100,,,,
400055,CEI DIRET HELENA IRACY JUNQUEIRA,109100,SANTO AMARO,SA,CEI HELENA IRACY JUNQUEIRA,7462657000110,,,,
400056,CEI DIRET HELENA PEREIRA DE MORAES,109300,SAO MIGUEL,MP,CEI HELENA PEREIRA DE MORAES,8314944000145,,,,
400057,"CEI DIRET HIGINO PELLEGRINI, VER.",109300,SAO MIGUEL,MP,CEI VER. HIGINO PELLEGRINI,8371224000111,,,,
400058,"CEI DIRET HOMERO DOMINGUES DA SILVA, VER.",109000,PIRITUBA,PJ,CEI HOMERO DOMINGUES DA SILVA,8381631000100,,,,
400059,CEI DIRET INACIO MONTEIRO,108500,GUAIANASES,G,CEI INACIO MONTEIRO,7053215000110,,,,
400060,CEI DIRET INEZ MENEZES MARIA,108600,IPIRANGA,IP,CEI INEZ MENEZES MARIA,9185474000120,,,,
400061,CEI DIRET JACARANDA,108700,ITAQUERA,IQ,CEI JACARANDÁ,7875497000130,,,,
400062,"CEI DIRET JACOB SALVADOR ZVEIBIL, VER.",109000,PIRITUBA,PJ,CEI VER. JACOB SALVADOR ZVEIBIL,8211111000159,,,,
400063,CEI DIRET JARDIM ADUTORA,109200,SAO MATEUS,SM,CEI ADUTORA ,7709697000113,,,,
400064,CEI DIRET MARIA APARECIDA SIQUEIRA CAMPOS,108700,ITAQUERA,IQ,CEI MARIA APARECIDA SIQUEIRA CAMPOS,9048008000100,,,,
400065,CEI DIRET JARDIM CAMARGO NOVO,109300,SAO MIGUEL,MP,CEI JARDIM CAMARGO NOVO,8527944000123,,,,
400066,CEI DIRET JARDIM CAMARGO VELHO,109300,SAO MIGUEL,MP,CEI JARDIM CAMARGO VELHO,8394432000136,,,,
400067,CEI DIRET PEDRO HENRIQUE SIQUEIRA LIMA,108300,CAPELA DO SOCORRO,CS,CEI PEDRO HENRIQUE SIQUEIRA LIMA,7708705000107,,,,
400068,CEI DIRET JARDIM CAMPOS,109300,SAO MIGUEL,MP,CEI JARDIM CAMPOS,7834317000172,,,,
400069,CEI DIRET JARDIM CAPELA,108200,CAMPO LIMPO,CL,CEI - JARDIM CAPELA,7907006000196,,,,
400070,CEI DIRET JARDIM CATANDUVA,108200,CAMPO LIMPO,CL,CEI - JARDIM CATANDUVA,6338688000109,,,,
400071,"CEI DIRET DANIELLE MONTEIRO, GCMF",108700,ITAQUERA,IQ,CEI GCMF DANIELLE MONTEIRO,8638065000179,,,,
400072,CEI DIRET JARDIM COLONIAL,109200,SAO MATEUS,SM,CEI JARDIM COLONIAL ,7033138000136,,,,
400073,CEI DIRET JARDIM COLORADO,109200,SAO MATEUS,SM,CEI JARDIM COLORADO ,7758940000193,,,,
400074,CEI DIRET JARDIM COPACABANA,108200,CAMPO LIMPO,CL,CEI - JARDIM COPACABANA,9214755000163,,,,
400075,CEI DIRET JARDIM COTINHA,108900,PENHA,PE,CEI JARDIM COTINHA,7911139000136,,,,
400076,"CEI DIRET MARIA MARGARIDA RODRIGUES DE OLIVEIRA, PROFA",109100,SANTO AMARO,SA,"CEI MARIA MARGARIDA RODRIGUES DE OLIVEIRA, PROFª",7716306000198,,,,
400077,CEI DIRET JARDIM DAS PEDRAS,108800,JACANA/TREMEMBE,JT,CEI JARDIM DAS PEDRAS,8071413000179,,,,
400078,CEI DIRET JARDIM DIONISIO,108200,CAMPO LIMPO,CL,CEI - JARDIM DIONISIO,8850236000129,,,,
400079,CEI DIRET JARDIM DOM JOSE,108200,CAMPO LIMPO,CL,CEI - JARDIM DOM JOSE,7781946000181,,,,
400080,CEI DIRET JARDIM ELIANA,108300,CAPELA DO SOCORRO,CS,CEI JARDIM ELIANA,7129560000190,,,,
400081,CEI DIRET JARDIM EVA,109300,SAO MIGUEL,MP,CEI JARDIM EVA,8335225000100,,,,
400082,CEI DIRET JARDIM GUAIRACA,108600,IPIRANGA,IP,CEI JARDIM GUAIRACÁ,9393496000185,,,,
400083,CEI DIRET JARDIM GUARUJA - RITA MONTEIRO DE SOUZA,108200,CAMPO LIMPO,CL,CEI - JARDIM GUARUJA,9517390000146,,,,
400084,CEI DIRET JARDIM HELENA,109200,SAO MATEUS,SM,CEI JARDIM HELENA ,7763024000141,,,,
400085,CEI DIRET JARDIM HERCILIA,108900,PENHA,PE,CEI JARDIM HERCILIA,8405274000172,,,,
400086,CEI DIRET BRYAN BIGUINATI JARDIM,108200,CAMPO LIMPO,CL,"CEI - BRYAN BIGUINATI, JARDIM",10258771000137,,,,
400087,CEI DIRET JARDIM IPANEMA,109000,PIRITUBA,PJ,CEI JARDIM IPANEMA,9355438000167,,,,
400088,CEI DIRET JARDIM JAPAO,108800,JACANA/TREMEMBE,JT,CEI JARDIM JAPÃO,8168869000151,,,,
400089,CEI DIRET JARDIM JULIETA,108100,BUTANTA,BT,CEI JARDIM JULIETA,6536824000167,,,,
400090,CEI DIRET JARDIM KAGOHARA,108200,CAMPO LIMPO,CL,CEI - JARDIM KAGOHARA,8003092000175,,,,
400091,CEI DIRET JARDIM KLEIN,108200,CAMPO LIMPO,CL,CEI - JARDIM KLEIN,8182835000111,,,,
400092,CEI DIRET JARDIM LUSO,109100,SANTO AMARO,SA,CEI JARDIM LUSO,7738241000181,,,,
400093,CEI DIRET JARDIM MACEDONIA,108200,CAMPO LIMPO,CL,CEI - JARDIM MACEDONIA,10903897000117,,,,
400094,CEI DIRET JARDIM MAIA,109300,SAO MIGUEL,MP,CEI JARDIM MAIA,7814629000114,,,,
400095,"CEI DIRET WILSON D ANGELO BRAS, PROF.",108800,JACANA/TREMEMBE,JT,CEI PROFESSOR WILSON D'ANGELO BRAZ,7965351000186,,,,
400096,CEI DIRET JARDIM MARIA ALICE,108200,CAMPO LIMPO,CL,CEI - JARDIM MARIA ALICE,8726513000196,,,,
400097,CEI DIRET JOAO BENTO DE CARVALHO,108700,ITAQUERA,IQ,CEI JOÃO BENTO DE CARVALHO,8397658000190,,,,
400098,CEI DIRET JARDIM MATARAZZO,108900,PENHA,PE,CEI JARDIM MATARAZZO,8503433000171,,,,
400099,CEI DIRET JARDIM MILIUNAS,109300,SAO MIGUEL,MP,CEI JARDIM MILIUNAS,8416970000184,,,,
400100,"CEI DIRET ALBERTINA RODRIGUES SIMON, PROFA",108200,CAMPO LIMPO,CL,"CEI - ALBERTINA RODRIGUES SIMON,PROFA",8729456000107,,,,
400101,CEI DIRET JARDIM MONJOLO,108400,FREGUESIA/BRASILANDIA,FO,CEI JARDIM MONJOLO,7859261000100,,,,
400102,CEI DIRET JARDIM MONTE ALEGRE,108400,FREGUESIA/BRASILANDIA,FO,CEI JARDIM MONTE ALEGRE,7882735000135,,,,
400103,CEI DIRET JARDIM NAKAMURA,108200,CAMPO LIMPO,CL,CEI - JARDIM NAKAMURA,10847130000118,,,,
400104,CEI DIRET JARDIM NAZARE,109300,SAO MIGUEL,MP,CEI JARDIM NAZARÉ,8857639000108,,,,
400105,CEI DIRET MARIA APARECIDA DOS SANTOS,109300,SAO MIGUEL,MP,CEI MARIA APARECIDA DOS SANTOS,8371259000150,,,,
400106,CEI DIRET JARDIM NOVE DE JULHO,109200,SAO MATEUS,SM,CEI JARDIM NOVE DE JULHO ,7805624000125,,,,
400107,CEI DIRET JARDIM NOVO PARELHEIROS,108300,CAPELA DO SOCORRO,CS,CEI JARDIM NOVO PARELHEIROS,7414262000141,,,,
400108,CEI DIRET JARDIM PANAMERICANO,109000,PIRITUBA,PJ,CEI JARDIM PANAMERICANO,7666246000146,,,,
400109,CEI DIRET JARDIM PERI,108400,FREGUESIA/BRASILANDIA,FO,CEI JARDIM PERI,7811832000137,,,,
400110,CEI DIRET JARDIM POPULAR,108900,PENHA,PE,CEI JARDIM POPULAR,8653709000106,,,,
400111,CEI DIRET JARDIM PRIMAVERA I,108400,FREGUESIA/BRASILANDIA,FO,CEI JARDIM PRIMAVERA I,7930882000133,,,,
400112,CEI DIRET AURINDO DOS SANTOS FREIRE,108200,CAMPO LIMPO,CL,CEI - AURINDO DOS SANTOS FREIRE,7724273000128,,,,
400113,CEI DIRET JARDIM REIMBERG,108300,CAPELA DO SOCORRO,CS,CEI JARDIM REIMBERG,7053588000190,,,,
400114,CEI DIRET JARDIM RINCAO,109000,PIRITUBA,PJ,CEI JARDIM RINCÃO,7852210000157,,,,
400115,"CEI DIRET ILDEFRANCA, IRMA",109300,SAO MIGUEL,MP,CEI IRMA ILDEFRANCA,10348470000102,,,,
400116,CEI DIRET JARDIM RODOLFO PIRANI,109200,SAO MATEUS,SM,CEI JARDIM RODOLFO PIRANI ,7711630000113,,,,
400117,CEI DIRET JARDIM RODRIGO,109000,PIRITUBA,PJ,CEI JARDIM RODRIGO,7711602000104,,,,
400118,CEI DIRET JARDIM ROSELY,109200,SAO MATEUS,SM,CEI JARDIM ROSELY ,7818938000162,,,,
400119,CEI DIRET JARDIM RUTH,109300,SAO MIGUEL,MP,CEI JARDIM RUTH,8457886000109,,,,
400120,CEI DIRET JARDIM SANTA MARIA,108700,ITAQUERA,IQ,CEI JARDIM SANTA MARIA,8021473000187,,,,
400121,CEI DIRET JARDIM SANTO ANDRE,109200,SAO MATEUS,SM,CEI JARDIM SANTO ANDRE ,7834315000183,,,,
400122,CEI DIRET JARDIM SAO BENTO VELHO,108200,CAMPO LIMPO,CL,CEI - JARDIM SAO BENTO VELHO,9180992000150,,,,
400123,"CEI DIRET SELMA REGINA LIMA MESSIAS, PROFA.",109300,SAO MIGUEL,MP,CEI JARDIM SÃO CARLOS,7819383000173,,,,
400124,CEI DIRET JARDIM SAO JOAQUIM,108200,CAMPO LIMPO,CL,CEI - JARDIM SAO JOAQUIM,7951443000107,,,,
400125,CEI DIRET JARDIM SAO LUIZ I,108200,CAMPO LIMPO,CL,CEI - JARDIM SAO LUIZ I,8227624000158,,,,
400126,CEI DIRET JARDIM SAO LUIZ II,108200,CAMPO LIMPO,CL,CEI - JARDIM SAO LUIZ II,10299234000135,,,,
400127,CEI DIRET JARDIM SAO MANOEL,108200,CAMPO LIMPO,CL,CEI - JARDIM SAO MANOEL,9397793000107,,,,
400128,CEI DIRET JARDIM SAO MARTINHO,109300,SAO MIGUEL,MP,CEI JARDIM SÃO MARTINHO,8334979000146,,,,
400129,CEI DIRET JARDIM SAO PAULO,108500,GUAIANASES,G,CEI JARDIM SÃO PAULO,7912060000120,,,,
400130,CEI DIRET JARDIM SAO PEDRO,108700,ITAQUERA,IQ,CEI JARDIM SÃO PEDRO,8235615000109,,,,
400132,CEI DIRET JARDIM SAO VICENTE,109300,SAO MIGUEL,MP,CEI JARDIM SÃO VICENTE,8416990000155,,,,
400133,CEI DIRET SHANGRI - LA,109000,PIRITUBA,PJ,CEI  JARDIM SHANGRI-LA,7868026000103,,,,
400134,CEI DIRET JARDIM SILVA TELLES,109300,SAO MIGUEL,MP,CEI JARDIM SILVA TELLES,9177907000103,,,,
400135,CEI DIRET JARDIM SILVEIRA,108300,CAPELA DO SOCORRO,CS,CEI JARDIM SILVEIRA,7865204000134,,,,
400136,CEI DIRET JARDIM SOMARA,108300,CAPELA DO SOCORRO,CS,CEI JARDIM SOMARA,6969056000135,,,,
400137,CEI DIRET JARDIM SOUZA,108200,CAMPO LIMPO,CL,CEI - JARDIM SOUZA,7919638000170,,,,
400138,CEI DIRET JARDIM TAIPAS,109000,PIRITUBA,PJ,CEI JARDIM TAIPAS,8260670000159,,,,
400139,CEI DIRET JARDIM TIETE,109200,SAO MATEUS,SM,CEI JARDIM TIETE ,7753781000134,,,,
400140,CEI DIRET JARDIM TRES CORACOES,108300,CAPELA DO SOCORRO,CS,CEI JARDIM TRÊS CORAÇÕES,6941956000174,,,,
400141,CEI DIRET JARDIM TRES ESTRELAS,108200,CAMPO LIMPO,CL,CEI - JARDIM TRES ESTRELAS,8349753000119,,,,
400142,CEI DIRET JARDIM TRES MARIAS,108900,PENHA,PE,CEI JARDIM TRÊS MARIAS,7944448000102,,,,
400143,CEI DIRET JARDIM UMARIZAL,108200,CAMPO LIMPO,CL,CEI - JARDIM UMARIZAL,7681054000109,,,,
400144,CEI DIRET JARDIM UNIVERSITARIO,108300,CAPELA DO SOCORRO,CS,CEI JARDIM UNIVERSITÁRIO,7035935000152,,,,
400145,CEI DIRET JARDIM VERA CRUZ,109200,SAO MATEUS,SM,CEI JARDIM VERA CRUZ ,7919522000130,,,,
400146,CEI DIRET JARDIM VERONIA,108900,PENHA,PE,CEI JARDIM VERÔNIA,9158267000186,,,,
400147,CEI DIRET JARDIM VILA CARRAO,109200,SAO MATEUS,SM,CEI JARDIM VILA CARRAO ,7849142000177,,,,
400148,CEI DIRET JARDIM VILA PEDROSO,109300,SAO MIGUEL,MP,CEI JARDIM VILA PEDROSO,8315332000177,,,,
400149,CEI DIRET JARDIM VISTA ALEGRE,108400,FREGUESIA/BRASILANDIA,FO,CEI JARDIM VISTA ALEGRE,7845182000140,,,,
400150,"CEI DIRET JOAO CARLOS FAIRBANKS, VER.",109300,SAO MIGUEL,MP,CEI VER. JOÃO CARLOS FAIRBANKS,8371241000159,,,,
400151,"CEI DIRET JOAO FRANCISCO DE HARO, VER.",109200,SAO MATEUS,SM,CEI VEREADOR JOAO FRANCISCO DE HARO ,7290051000144,,,,
400152,"CEI DIRET JOAO TONIOLO, VER.",108400,FREGUESIA/BRASILANDIA,FO,CEI VEREADOR JOÃO TONIOLO,7925372000178,,,,
400153,"CEI DIRET JOAQUIM GOUVEIA FRANCO JR., VER.",108500,GUAIANASES,G,CEI JOAQUIM GOUVEA FRANCO JUNIOR,7881786000142,,,,
400154,"CEI DIRET JOAQUIM THOME FILHO, VER.",108800,JACANA/TREMEMBE,JT,CEI VEREADOR JOAQUIM THOME FILHO,7982483000116,,,,
400155,CEI DIRET JOCELYNE GUIMARAES FERNANDES DE MELLO,108500,GUAIANASES,G,CEI JOCELYNE GUIMARAES FERNANDES DE MELLO,8254014000143,,,,
400156,"CEI DIRET JOSE ADRIANO MARREY JR., VER.",108300,CAPELA DO SOCORRO,CS,"CEI JOSÉ ADRIANO MARREY JR., VER.",7213410000160,,,,
400157,"CEI DIRET JOSE BUSTAMANTE, VER.",108900,PENHA,PE,CEI VEREADOR JOSE BUSTAMANTE,8627129000136,,,,
400158,"CEI DIRET JOSE DE MOURA, VER.",108600,IPIRANGA,IP,CEI VEREADOR JOSE DE MOURA ,8251499000111,,,,
400159,"CEI DIRET JOSE FERREIRA KEFFER, VER.",108300,CAPELA DO SOCORRO,CS,CEI JOSÉ FERREIRA KEFFER,7098514000170,,,,
400160,"CEI DIRET JOSE GOMES DE MORAES NETTO, VER.",108600,IPIRANGA,IP,CEI JOSE GOMES DE MORAES NETTO,8482187000119,,,,
400161,"CEI DIRET JOSE MOLINA JR., VER",108300,CAPELA DO SOCORRO,CS,"CEI JOSÉ MOLINA, VER.",7093904000158,,,,
400162,"CEI DIRET JOSE OLIVEIRA ALMEIDA DINIZ, VER.",108200,CAMPO LIMPO,CL,"CEI - JOSE OLIVEIRA ALMEIDA DINIZ, VER.",9062638000121,,,,
400163,"CEI DIRET JOSE OZI, PROF.",108100,BUTANTA,BT,CEI PROF. JOSÉ OZI,6998112000160,,,,
400164,"CEI DIRET JOSE SALVADOR JULIANELLI, DEP.",109100,SANTO AMARO,SA,"CEI JOSE SALVADOR JULIANELLI, DEP.",7881125000117,,,,
400165,"CEI DIRET JUSCELINO KUBITSCHEK OLIVEIRA, PRES.",108500,GUAIANASES,G,"CEI JUSCELINO KUBITSCHEK DE OLIVEIRA, PRES.",8171695000186,,,,
400166,"CEI DIRET LAERCIO CORTE, VER.",109000,PIRITUBA,PJ,"CEI LAERCIO CORTE,VER.",7897780000163,,,,
400167,CEI DIRET LAUZANE PAULISTA,108800,JACANA/TREMEMBE,JT,CEI LAUZANE PAULISTA,7959327000134,,,,
